clip_name,clip_file_extension,clip_duration,clip_location,insert_timestamp
0thFrame,mp4,59.99326666666667,output_clips/0thFrame.mp4,2024-01-29 18:08:52.790440
1798thFrame,mp4,59.99326666666667,output_clips/1798thFrame.mp4,2024-01-29 18:09:27.487877
3596thFrame,mp4,59.99326666666667,output_clips/3596thFrame.mp4,2024-01-29 18:09:59.469522
5394thFrame,mp4,59.99326666666667,output_clips/5394thFrame.mp4,2024-01-29 18:10:31.158645
7192thFrame,mp4,59.99326666666667,output_clips/7192thFrame.mp4,2024-01-29 18:11:03.150361
8990thFrame,mp4,9.909899999999993,output_clips/8990thFrame.mp4,2024-01-29 18:11:09.074590
